image,name,CODE,type,brand,category,unit_code,cost,price,product_details
,ถ้วย,0-BK-627 ไม่ใช้,standard,,BK,pc,1,1,ถ้วย
,เหล็กปรับหลังพิง25คู่/ลัง,0-BK-82,standard,,BK,pc,1,1,เหล็กปรับหลังพิง25คู่/ลัง
,พลาสติกรองแก้ว(240อัน/ลัง),0-BK-901,standard,,BK,pc,1,1,พลาสติกรองแก้ว(240อัน/ลัง)
,เหล็กปรับ,0-BK-90 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับ
,ที่รองรองแก้วเรืองแสง(สีดำ),0-BK-915B ไม่ใช้,standard,,BK,pc,1,1,ที่รองรองแก้วเรืองแสง(สีดำ)
,ที่รองรองแก้วเรืองแสง(สีเงิน),0-BK-915S ไม่ใช้,standard,,BK,pc,1,1,ที่รองรองแก้วเรืองแสง(สีเงิน)
,โครงปรับโซฟา,0-BK-A053 ไม่ใช้,standard,,BK,pc,1,1,โครงปรับโซฟา
,โครงรีไคน์เนอร์ 1 ที่นั่ง,0-BK-A369-A ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคน์เนอร์ 1 ที่นั่ง
,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง,0-BK-A4311 ไม่ใช้,standard,,BK,pc,1,1,เหล็กปรับหลังพิง ปรับขา 1 ที่นั่ง
,โครงปรับโซฟา,0-BK-A541-A ไม่ใช้,standard,,BK,pc,1,1,โครงปรับโซฟา
,โครงปรับโซฟาสแตนเลส,0-BK-A545 ไม่ใช้,standard,,BK,pc,1,1,โครงปรับโซฟาสแตนเลส
,บานพับยกหน้าโต๊ะ,0-BK-B12-1 ไม่ใช้,standard,,BK,pc,1,1,บานพับยกหน้าโต๊ะ
,กระดุมเพชรเบอร์ 22(1*1000ตัว),0-BK-B22C,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 22(1*1000ตัว)
,กระดุมเพชรเบอร์ 22(1*1000ตัว),0-BK-B22G,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 22(1*1000ตัว)
,กระดุมเพชรเบอร์ 22(1*1000ตัว),0-BK-B22M,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 22(1*1000ตัว)
,กระดุมเพชรเบอร์ 22(1*1000ตัว),0-BK-B22P,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 22(1*1000ตัว)
,โครงเตียงเหล็ก Wood Slash,0-BK-BED 150*190ไม่ใ,standard,,BK,pc,1,1,โครงเตียงเหล็ก Wood Slash
,เหล็กฉากยึดโครงไม้ (1200/ห่อ),0-BK-C12,standard,,BK,pc,1,1,เหล็กฉากยึดโครงไม้ (1200/ห่อ)
,ฐานรองเก้าอีี้ ขนาด 600ซม.x180ซม.x2mm.,0-BK-CB-01,standard,,BK,pc,1,1,ฐานรองเก้าอีี้ ขนาด 600ซม.x180ซม.x2mm.
,กระดุมที่นอนสีชมพู 1x100,0-BK-CG ไม่ใช้,standard,,BK,pc,1,1,กระดุมที่นอนสีชมพู 1x100
,เหล็กยึดที่พิงโซฟา 12 ซม.,0-BK-CN-02 ไม่ใช้,standard,,BK,pc,1,1,เหล็กยึดที่พิงโซฟา 12 ซม.
,เหล็กเสียบหัวเตียง 10 CM,0-BK-D10 ไม่ใช้,standard,,BK,pc,1,1,เหล็กเสียบหัวเตียง 10 CM
,โช้คเปิด-ปิดเตียงโซฟา1.5M,0-BK-D14-1,standard,,BK,pc,1,1,โช้คเปิด-ปิดเตียงโซฟา1.5M
,โครงรีไคเนอร์ไฟฟ้าแบบโยกและหมุน,0-BK-D318,standard,,BK,pc,1,1,โครงรีไคเนอร์ไฟฟ้าแบบโยกและหมุน
,โครงรีไคเนอร์ไฟฟ้า,0-BK-D396-A ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคเนอร์ไฟฟ้า
,โครงรีไคเนอร์ไฟฟ้าแบบปรับนอนหัวและเท้า,0-BK-D397 ไม่ใช้,standard,,BK,pc,1,1,โครงรีไคเนอร์ไฟฟ้าแบบปรับนอนหัวและเท้า
,โครงเหล็กแม็คคานิค 1 ที่นั่ง,0-BK-D421-1 ไม่ใช้,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิค 1 ที่นั่ง
,โครงเหล็กแม็คคานิคไฟฟ้า 2 ที่นั่ง(สายปุ่มกด),0-BK-D421-2 ไม่ใช้,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิคไฟฟ้า 2 ที่นั่ง(สายปุ่มกด)
,โครงเหล็กแม็คคานิคไฟฟ้า 1 ที่นั่ง,0-BK-D421-M ไม่ใช้,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิคไฟฟ้า 1 ที่นั่ง
,โครงเหล็กแม็คคานิคไฟฟ้า 1 ที่นั่ง(สายปุ่มกด),0-BK-D4302-1 ไม่ใช้,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิคไฟฟ้า 1 ที่นั่ง(สายปุ่มกด)
,เหล็กเสียบหัวเตียง 12 CM(ผู้-เมีย),0-BK-D43-12,standard,,BK,pc,1,1,เหล็กเสียบหัวเตียง 12 CM(ผู้-เมีย)
,เหล็กเสียบหัวเตียง 18 CM(ผู้-เมีย),0-BK-D45-18,standard,,BK,pc,1,1,เหล็กเสียบหัวเตียง 18 CM(ผู้-เมีย)
,เหล็กเสียบหัวเตียง 18 CM(ผู้-เมีย),0-BK-D45-18X,standard,,BK,pc,1,1,เหล็กเสียบหัวเตียง 18 CM(ผู้-เมีย)
,เหล็กเกี่ยวหัวเตียง ขนาด 50*30*120MM.,0-BK-D46,standard,,BK,pc,1,1,เหล็กเกี่ยวหัวเตียง ขนาด 50*30*120MM.
,เหล็กชุดเตียง,0-BK-D51,standard,,BK,pc,1,1,เหล็กชุดเตียง
,โครงเหล็กแม็คคานิคไฟฟ้า 1 ที่นั่ง(สายปุ่มกด),0-BK-D5302-1,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิคไฟฟ้า 1 ที่นั่ง(สายปุ่มกด)
,โครงเหล็กแม็คคานิคไฟฟ้า 2 ที่นั่ง(สายปุ่มกด),0-BK-D5302-2,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิคไฟฟ้า 2 ที่นั่ง(สายปุ่มกด)
,โครงเหล็กแม็คคานิคไฟฟ้า 3 ที่นั่ง(สายปุ่มกด),0-BK-D5302-3,standard,,BK,pc,1,1,โครงเหล็กแม็คคานิคไฟฟ้า 3 ที่นั่ง(สายปุ่มกด)
,อุปกรณ์โครงรีไคเนอร์ไฟฟ้า,0-BK-D5302-A ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์โครงรีไคเนอร์ไฟฟ้า
,Double Lock 12 CM,0-BK-DL-12 ไม่ใช้,standard,,BK,pc,1,1,Double Lock 12 CM
,Double Lock 16 CM,0-BK-DL-16 ไม่ใช้,standard,,BK,pc,1,1,Double Lock 16 CM
,เหล็กที่นอนโซฟาขนาด 1.2เมตร,0-BK-F200 1.2 ไม่ใช้,standard,,BK,pc,1,1,เหล็กที่นอนโซฟาขนาด 1.2เมตร
,เหล็กที่นอนโซฟาขนาด 1.4เมตร,0-BK-F200 1.4 ไม่ใช้,standard,,BK,pc,1,1,เหล็กที่นอนโซฟาขนาด 1.4เมตร
,เหล็กที่นอนโซฟาขนาด 1.5เมตร,0-BK-F200 1.5 ไม่ใช้,standard,,BK,pc,1,1,เหล็กที่นอนโซฟาขนาด 1.5เมตร
,เหล็กที่นอนโซฟาขนาด133*183*9CM,0-BK-F200-A ไม่ใช้,standard,,BK,pc,1,1,เหล็กที่นอนโซฟาขนาด133*183*9CM
,เตียงปรับไฟฟ้า,0-BK-F300 ไม่ใช้,standard,,BK,pc,1,1,เตียงปรับไฟฟ้า
,ขาลูกล้อ,0-BK-F3510 ไม่ใช้,standard,,BK,pc,1,1,ขาลูกล้อ
,"กระดุมเพชรเบอร์ 18(1x1,000pcs.)",0-BK-G18 ไม่ใช้,standard,,BK,pc,1,1,"กระดุมเพชรเบอร์ 18(1x1,000pcs.)"
,"กระดุมเพชรเบอร์ 20(1x1,000pcs.)",0-BK-G20 ไม่ใช้,standard,,BK,pc,1,1,"กระดุมเพชรเบอร์ 20(1x1,000pcs.)"
,ตัวเบรคโซฟา ขนาด8*41มม.,0-BK-G217,standard,,BK,pc,1,1,ตัวเบรคโซฟา ขนาด8*41มม.
,"กระดุมเพชรเบอร์ 22(1x1,000pcs.)",0-BK-G22 ไม่ใช้,standard,,BK,pc,1,1,"กระดุมเพชรเบอร์ 22(1x1,000pcs.)"
,กระดุมเพชรเบอร์ 25(1*500ตัว),0-BK-G25 ไม่ใช้,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 25(1*500ตัว)
,กระดุมเพชรเบอร์ 49,0-BK-G49 ไม่ใช้,standard,,BK,pc,1,1,กระดุมเพชรเบอร์ 49
,พลาสติกรองแก้ว(ใช้bk-901แทน),0-BK-G901 ไม่ใช้,standard,,BK,pc,1,1,พลาสติกรองแก้ว(ใช้bk-901แทน)
,สแตนเลสรองแก้ว ขนาด10.5+สูง5.5ซม,0-BK-G906,standard,,BK,pc,1,1,สแตนเลสรองแก้ว ขนาด10.5+สูง5.5ซม
,สแตนเลสรองแก้วกว้าง13.7+สูง 7.5 ซม60ตัว/ลัง,0-BK-G907,standard,,BK,pc,1,1,สแตนเลสรองแก้วกว้าง13.7+สูง 7.5 ซม60ตัว/ลัง
,กระดุมที่นอนสีเขียว(1x100 ชิ้น),0-BK-GG ไม่ใช้,standard,,BK,pc,1,1,กระดุมที่นอนสีเขียว(1x100 ชิ้น)
,บานพับ ฐาน 40ซม.,0-BK-H29,standard,,BK,pc,1,1,บานพับ ฐาน 40ซม.
,เหล็กหมุน,0-BK-HF-219 ไม่ใช้,standard,,BK,pc,1,1,เหล็กหมุน
,โช๊คลม,0-BK-J136 ไม่ใช้,standard,,BK,pc,1,1,โช๊คลม
,โช๊คลม,0-BK-J137,standard,,BK,pc,1,1,โช๊คลม
,คิ้วยาง(1 ม้วน/90เมตร),0-BK-JS008,standard,,BK,pc,1,1,คิ้วยาง(1 ม้วน/90เมตร)
,ชุดปืนยิงหัวหมุด,0-BK-JS230,standard,,BK,pc,1,1,ชุดปืนยิงหัวหมุด
,ปอกสำหรับยิงปืนหมุด(ขนาด11mm),0-BK-JS230-11,standard,,BK,pc,1,1,ปอกสำหรับยิงปืนหมุด(ขนาด11mm)
,ปอกสำหรับยิงปืนหมุด(ขนาด12mm),0-BK-JS230-12,standard,,BK,pc,1,1,ปอกสำหรับยิงปืนหมุด(ขนาด12mm)
,ปอกสำหรับยิงปืนหมุด(ขนาด16mm),0-BK-JS230-16,standard,,BK,pc,1,1,ปอกสำหรับยิงปืนหมุด(ขนาด16mm)
,ปอกสำหรับยิงปืนหมุด(ขนาด19mm),0-BK-JS230-19,standard,,BK,pc,1,1,ปอกสำหรับยิงปืนหมุด(ขนาด19mm)
,เครื่องปั๊มกระดุม,0-BK-JS-362,standard,,BK,pc,1,1,เครื่องปั๊มกระดุม
,ปอกสำหรับเครื่องปั๊มกระดุม เบอร์ 28,0-BK-JS-362-28#,standard,,BK,pc,1,1,ปอกสำหรับเครื่องปั๊มกระดุม เบอร์ 28
,ปอกสำหรับเครื่องปั๊มกระดุม เบอร์ 32,0-BK-JS-362-32#,standard,,BK,pc,1,1,ปอกสำหรับเครื่องปั๊มกระดุม เบอร์ 32
,ปอกสำหรับเครื่องปั๊มกระดุม เบอร์ 36,0-BK-JS-362-36#,standard,,BK,pc,1,1,ปอกสำหรับเครื่องปั๊มกระดุม เบอร์ 36
,ที่รองแก้วปรับอุณหภูมิ,0-BK-L910 ไม่ใช้,standard,,BK,pc,1,1,ที่รองแก้วปรับอุณหภูมิ
,อุปกรณ์ที่นวดหลังพิง 4 ลูก,0-BK-M4 ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์ที่นวดหลังพิง 4 ลูก
,อุปกรณ์ที่นวดหลังพิง,0-BK-M5 ไม่ใช้,standard,,BK,pc,1,1,อุปกรณ์ที่นวดหลังพิง
,โครงสปาโก้ขนาด80*100 CM.,0-BK-NET-3182-100,standard,,BK,pc,1,1,โครงสปาโก้ขนาด80*100 CM.
,โครงสปาโก้ขนาด80*110 CM,0-BK-NET-3182-110,standard,,BK,pc,1,1,โครงสปาโก้ขนาด80*110 CM
,โครงสปาโก้80*110 CM(ลุกล้อพิเศษ),0-BK-NET-3182-110#,standard,,BK,pc,1,1,โครงสปาโก้80*110 CM(ลุกล้อพิเศษ)
,โครงสปาโก้80*110 CM(พิเศษ),0-BK-NET-3182-110P,standard,,BK,pc,1,1,โครงสปาโก้80*110 CM(พิเศษ)
,โครงสปาโก้80*113 CM,0-BK-NET-3182-113,standard,,BK,pc,1,1,โครงสปาโก้80*113 CM
,โครงสปาโก้80*113 CM(สูง11ซม),0-BK-NET-3182-113-H1,standard,,BK,pc,1,1,โครงสปาโก้80*113 CM(สูง11ซม)
,โครงสปาโก้80*113 CM,0-BK-NET-3182-113-PJ,standard,,BK,pc,1,1,โครงสปาโก้80*113 CM
,โครงสปาโก้80*119 CM,0-BK-NET-3182-119,standard,,BK,pc,1,1,โครงสปาโก้80*119 CM
